tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
42254	Sorex araneus	101546456	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		5	NC_073306.1	2689666	2699286	plus	7		
9595	Gorilla gorilla gorilla	101135675	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		1	NC_073224.2	232634007	232658010	minus	7		
27679	Saimiri boliviensis	101052951	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		Un	NW_024100927.1	80429472	80452690	minus	8		
9597	Pan paniscus	100969783	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		1	NC_073249.2	220243225	220268293	minus	7		
8996	Numida meleagris	110401140	0	live	GATD1		glutamine amidotransferase class 1 domain containing 1	Parkinson disease 7 domain-containing protein 1|glutamine amidotransferase like class 1 domain containing 1		6	NC_034414.1	1896675	1905462	plus	8		
9606	Homo sapiens	8934	0	live	RAB29	RAB7L, RAB7L1	RAB29, member RAS oncogene family	ras-related protein Rab-7L1|RAB7, member RAS oncogene family-like 1|rab-7-like protein 1|ras-related protein Rab-29	1q32.1	1	NC_000001.11	205767986	205775482	minus	6	603949	
9606	Homo sapiens	1401	0	live	CRP	PTX1	C-reactive protein	C-reactive protein|C-reactive protein, pentraxin-related|pentraxin 1	1q23.2	1	NC_000001.11	159712289	159714589	minus	3	123260	
9606	Homo sapiens	7099	0	live	TLR4	ARMD10, CD284, TLR-4, TOLL	toll like receptor 4	toll-like receptor 4|hToll|homolog of Drosophila toll|toll like receptor 4 protein	9q33.1	9	NC_000009.12	117704403	117724735	plus	4	603030	
9606	Homo sapiens	3479	0	live	IGF1	IGF, IGF-I, IGFI, MGF	insulin like growth factor 1	insulin-like growth factor I|insulin-like growth factor 1 (somatomedin C)|insulin-like growth factor IB|mechano growth factor|somatomedin-C	12q23.2	12	NC_000012.12	102395874	102481839	minus	7	147440	
9606	Homo sapiens	2944	0	live	GSTM1	GST1-1, GSTM1a-1a, GSTM1b-1b, GTH4, GTM1, H-B, MU, MU-1, GSTM1	glutathione S-transferase mu 1	glutathione S-transferase Mu 1|GST HB subunit 4|GST class-mu 1|HB subunit 4|S-(hydroxyalkyl)glutathione lyase|glutathione S-alkyltransferase|glutathione S-aralkyltransferase|glutathione S-aryltransferase|glutathione S-transferase M1	1p13.3	1	NC_000001.11	109687817	109693745	plus	8	138350	
10090	Mus musculus	18024	0	live	Nfe2l2	Nrf2	nuclear factor, erythroid derived 2, like 2	nuclear factor erythroid 2-related factor 2|NF-E2-related factor 2|NFE2-related factor 2	2 44.75 cM	2	NC_000068.8	75505860	75535007	minus	6		
9606	Homo sapiens	6647	0	live	SOD1	ALS, ALS1, HEL-S-44, IPOA, SOD, STAHP, hSod1, homodimer	superoxide dismutase 1	superoxide dismutase [Cu-Zn]|Cu/Zn superoxide dismutase|SOD, soluble|epididymis secretory protein Li 44|indophenoloxidase A|superoxide dismutase 1, soluble|superoxide dismutase, cystolic	21q22.11	21	NC_000021.9	31659693	31668931	plus	5	147450	
9606	Homo sapiens	2952	0	live	GSTT1		glutathione S-transferase theta 1	glutathione S-transferase theta-1|GST class-theta-1|glutathione transferase T1-1	22q11.23	22						600436	
9606	Homo sapiens	6387	0	live	CXCL12	IRH, PBSF, SCYB12, SDF1, TLSF, TPAR1	C-X-C motif chemokine ligand 12	stromal cell-derived factor 1|chemokine (C-X-C motif) ligand 12|intercrine reduced in hepatomas|pre-B cell growth-stimulating factor	10q11.21	10	NC_000010.11	44370165	44385097	minus	6	600835	
10090	Mus musculus	12367	0	live	Casp3	A830040C14Rik, AC-3, CASP-3, CC3, CPP-32, CPP32, Caspase-3, Lice, SCA-1, Yama, mldy	caspase 3	caspase-3|SREBP cleavage activity 1|apopain|caspase 3, apoptosis related cysteine protease|cysteine protease CPP32|protein Yama	8 26.39 cM	8	NC_000074.7	47070326	47092733	plus	8		
9606	Homo sapiens	3162	0	live	HMOX1	HMOX1D, HO-1, HSP32, bK286B10	heme oxygenase 1	heme oxygenase 1|heat shock protein, 32-kD|heme oxygenase (decycling) 1	22q12.3	22	NC_000022.11	35381096	35394207	plus	5	141250	
9606	Homo sapiens	3077	0	live	HFE	HFE1, HH, HLA-H, MVCD7, TFQTL2	homeostatic iron regulator	hereditary hemochromatosis protein|MHC class I-like protein HFE|hereditary hemochromatosis protein HLA-H|high Fe	6p22.2	6	NC_000006.12	26087429	26098343	plus	7	613609	
9606	Homo sapiens	142	0	live	PARP1	ADPRT, ADPRT 1, ADPRT1, ARTD1, PARP, PARP-1, PARS, PPOL, Poly-PARP, pADPRT-1	poly(ADP-ribose) polymerase 1	poly [ADP-ribose] polymerase 1|ADP-ribosyltransferase (NAD+; poly (ADP-ribose) polymerase)|ADP-ribosyltransferase NAD(+)|ADP-ribosyltransferase diphtheria toxin-like 1|DNA ADP-ribosyltransferase PARP1|NAD(+) ADP-ribosyltransferase 1|poly (ADP-ribose) polymerase family, member 1|poly(ADP-ribose) synthetase|poly(ADP-ribosyl)transferase|poly[ADP-ribose] synthase 1|protein poly-ADP-ribosyltransferase PARP1	1q42.12	1	NC_000001.11	226360691	226408093	minus	23	173870	
9606	Homo sapiens	335	0	live	APOA1	HPALP2, apo(a)	apolipoprotein A1	apolipoprotein A-I|apo-AI|epididymis secretory sperm binding protein	11q23.3	11	NC_000011.10	116835751	116837950	minus	4	107680	
9606	Homo sapiens	5979	0	live	RET	CDHF12, CDHR16, HSCR1, MEN2A, MEN2B, MTC1, PTC-ELE1, RET	ret proto-oncogene	proto-oncogene tyrosine-protein kinase receptor Ret|RET receptor tyrosine kinase|cadherin family member 12|cadherin-related family member 16|proto-oncogene c-Ret|rearranged during transfection|ret proto-oncogene (multiple endocrine neoplasia and medullary thyroid carcinoma 1, Hirschsprung disease)	10q11.21	10	NC_000010.11	43077069	43130351	plus	20	164761	
9606	Homo sapiens	23435	0	live	TARDBP	ALS10, TDP-43	TAR DNA binding protein	TAR DNA-binding protein 43|TAR DNA-binding protein-43	1p36.22	1	NC_000001.11	11012654	11030528	plus	10	605078	
9606	Homo sapiens	836	0	live	CASP3	CPP32, CPP32B, SCA-1	caspase 3	caspase-3|CASP-3|CPP-32|PARP cleavage protease|SREBP cleavage activity 1|apopain|caspase 3, apoptosis-related cysteine peptidase|caspase 3, apoptosis-related cysteine protease|cysteine protease CPP32|procaspase3|protein Yama	4q35.1	4	NC_000004.12	184627696	184649447	minus	9	600636	
10090	Mus musculus	19225	0	live	Ptgs2	COX2, Cox-2, PES-2, PGHS-2, PHS II, PHS-2, Pghs2, TIS10, gripghs	prostaglandin-endoperoxide synthase 2	prostaglandin G/H synthase 2|PGH synthase 2|cyclooxygenase-2|glucocorticoid-regulated inflammatory cyclooxygenase|macrophage activation-associated marker protein P71/73|prostaglandin H2 synthase 2	1 63.84 cM	1	NC_000067.7	149975851	149983978	plus	10		
9606	Homo sapiens	4843	0	live	NOS2	HEP-NOS, INOS, NOSA, NOS2	nitric oxide synthase 2	nitric oxide synthase, inducible|NOS, type II|hepatocyte NOS|inducible NO synthase|inducible NOS|nitric oxide synthase 2, inducible|nitric oxide synthase 2A (inducible, hepatocytes)|nitric oxide synthase, macrophage|peptidyl-cysteine S-nitrosylase NOS2	17q11.2	17	NC_000017.11	27756766	27800529	minus	27	163730	
9606	Homo sapiens	54106	0	live	TLR9	CD289	toll like receptor 9	toll-like receptor 9	3p21.2	3	NC_000003.12	52221080	52225645	minus	2	605474	
9606	Homo sapiens	9518	0	live	GDF15	GDF-15, HG, MIC-1, MIC1, NAG-1, PDF, PLAB, PTGFB	growth differentiation factor 15	growth/differentiation factor 15|NRG-1|NSAID (nonsteroidal anti-inflammatory drug)-activated protein 1|NSAID-activated gene 1 protein|NSAID-regulated gene 1 protein|PTGF-beta|macrophage inhibitory cytokine 1|non-steroidal anti-inflammatory drug-activated gene-1|placental TGF-beta|placental bone morphogenetic protein|prostate differentiation factor	19p13.11	19	NC_000019.10	18386158	18389176	plus	2	605312	
9606	Homo sapiens	8878	0	live	SQSTM1	A170, DMRV, FTDALS3, NADGP, OSIL, PDB3, ZIP3, p60, p62, p62B	sequestosome 1	sequestosome-1|EBI3-associated protein of 60 kDa|EBI3-associated protein p60|EBIAP|autophagy receptor p62|oxidative stress induced like|phosphotyrosine independent ligand for the Lck SH2 domain p62|phosphotyrosine-independent ligand for the Lck SH2 domain of 62 kDa|ubiquitin-binding protein p62	5q35.3	5	NC_000005.10	179806393	179838078	plus	11	601530	
9606	Homo sapiens	6285	0	live	S100B	NEF, S100, S100-B, S100beta	S100 calcium binding protein B	protein S100-B|S-100 calcium-binding protein, beta chain|S-100 protein subunit beta|S100 calcium-binding protein, beta (neural)	21q22.3	21	NC_000021.9	46598604	46605082	minus	3	176990	
10090	Mus musculus	18212	0	live	Ntrk2	GP145-TrkB/GP95-TrkB, Tkrb, trk-B, trkB	neurotrophic tyrosine kinase, receptor, type 2	BDNF/NT-3 growth factors receptor|neurotrophic tyrosine receptor kinase type 2|trkB tyrosine kinase	13 31.2 cM	13	NC_000079.7	58954363	59281782	plus	24		
9606	Homo sapiens	54209	0	live	TREM2	PLOSL2, TREM-2, Trem2a, Trem2b, Trem2c	triggering receptor expressed on myeloid cells 2	triggering receptor expressed on myeloid cells 2|triggering receptor expressed on monocytes 2|triggering receptor expressed on myeloid cells 2a	6p21.1	6	NC_000006.12	41158508	41163116	minus	5	605086	
9606	Homo sapiens	7018	0	live	TF	HEL-S-71p, PRO1557, PRO2086QTL1, TF	transferrin	serotransferrin|beta-1 metal-binding globulin|epididymis secretory sperm binding protein Li 71p|siderophilin	3q22.1	3	NC_000003.12	133661998	133796641	plus	24	190000	
10090	Mus musculus	14573	0	live	Gdnf	ATF	glial cell line derived neurotrophic factor	glial cell line-derived neurotrophic factor|astrocyte-derived trophic factor|neurotrophic factor	15 3.8 cM	15	NC_000081.7	7839529	7867061	plus	4		
9606	Homo sapiens	4734	0	live	NEDD4	NEDD4-1, RPF1	NEDD4 E3 ubiquitin protein ligase	E3 ubiquitin-protein ligase NEDD4|HECT-type E3 ubiquitin transferase NEDD4|cell proliferation-inducing gene 53 protein|neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase|receptor-potentiating factor 1	15q21.3	15	NC_000015.10	55826917	55993612	minus	32	602278	
9606	Homo sapiens	7054	0	live	TH	DYT14, DYT5b, TYH	tyrosine hydroxylase	tyrosine 3-monooxygenase|dystonia 14|tyrosine 3-hydroxylase	11p15.5	11	NC_000011.10	2163929	2171815	minus	14	191290	
9606	Homo sapiens	2643	0	live	GCH1	DYT14, DYT5, DYT5a, GCH, GTP-CH-1, GTPCH1, HPABH4B	GTP cyclohydrolase 1	GTP cyclohydrolase 1|GTP cyclohydrolase I|GTP-CH-I|dystonia 14|guanosine 5'-triphosphate cyclohydrolase I	14q22.2	14	NC_000014.9	54842017	54902826	minus	10	600225	
9606	Homo sapiens	283	0	live	ANG	ALS9, HEL168, RAA1, RNASE4, RNASE5	angiogenin	angiogenin|RNase 5|angiogenin, ribonuclease, RNase A family, 5|epididymis luminal protein 168|ribonuclease 5|ribonuclease A A1|ribonuclease A family member 5	14q11.2	14	NC_000014.9	20684177	20694186	plus	4	105850	
9606	Homo sapiens	3313	0	live	HSPA9	CRP40, CSA, EVPLS, GRP-75, GRP75, HEL-S-124mB, MOT, MOT2, MTHSP75, PBP74, SAAN, SIDBA4, HSPA9	heat shock protein family A (Hsp70) member 9	stress-70 protein, mitochondrial|75 kDa glucose-regulated protein|catecholamine-regulated protein 40|epididymis secretory sperm binding protein Li 124m|heat shock 70kD protein 9B|heat shock 70kDa protein 9 (mortalin)|mortalin, perinuclear|mortalin-2|mortalin2|p66-mortalin|peptide-binding protein 74	5q31.2	5	NC_000005.10	138553756	138575401	minus	17	600548	
9606	Homo sapiens	1356	0	live	CP	AB073614-2, CP	ceruloplasmin	ceruloplasmin|ceruloplasmin (ferroxidase)|cuproxidase ceruloplasmin|ferroxidase ceruloplasmin	3q24-q25.1	3	NC_000003.12	149162414	149221829	minus	21	117700	
9606	Homo sapiens	3122	0	live	HLA-DRA	HLA-DRA1	major histocompatibility complex, class II, DR alpha	HLA class II histocompatibility antigen, DR alpha chain|MHC class II antigen DRA|histocompatibility antigen HLA-DR alpha	6p21.32	6	NC_000006.12	32439887	32445046	plus	5	142860	
9606	Homo sapiens	2903	0	live	GRIN2A	EPND, FESD, GluN2A, LKS, NMDAR2A, NR2A	glutamate ionotropic receptor NMDA type subunit 2A	glutamate receptor ionotropic, NMDA 2A|N-methyl D-aspartate receptor subtype 2A|N-methyl-D-aspartate receptor channel, subunit epsilon-1|N-methyl-D-aspartate receptor subunit 2A|glutamate ionotropic receptor NMDA 2A|glutamate receptor, ionotropic, N-methyl D-aspartate 2A	16p13.2	16	NC_000016.10	9753404	10182908	minus	16	138253	
7227	Drosophila melanogaster	31607	0	live	Pink1	Dmel_CG4523, BEST:GH23468, CG4523, Dmel\CG4523, PINK-1, PINK1, Pink, dPINK1, dPINk1, dPink1, dpink, pink1	PTEN-induced putative kinase 1	PTEN-induced putative kinase 1|CG4523-PA|CG4523-PB|CG4523-PC|CG4523-PD|CG4523-PE|CG4523-PF|CG4523-PG|CG4523-PH|CG4523-PI|PINK1|PTEN induced putative kinase 1|PTEN-induced kinase 1|Pink1-PA|Pink1-PB|Pink1-PC|Pink1-PD|Pink1-PE|Pink1-PF|Pink1-PG|Pink1-PH|Pink1-PI|Pten-induced kinase 1(PINK1)|ortholog of PINK1|phosphatase and tensin homolog-induced putative kinase 1|pink	1-18 cM	X	NC_004354.4	6683798	6687302	plus	7		
10036	Mesocricetus auratus	101826467	0	live	Park7	DJ-1, cap1	Parkinsonism associated deglycase	Parkinson disease protein 7 homolog|Contraception-associated protein 1|Protein DJ-1|maillard deglycase|protein deglycase DJ-1|protein/nucleic acid deglycase DJ-1		Un	NW_024429219.1	5405023	5421137	plus	7		
9669	Mustela putorius furo	101683731	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		Un	NW_025422005.1	5246884	5263372	plus	7		
51853	Candoia aspera	134507222	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		18	NC_086170.1	7555950	7563654	minus	6		
110931	Cynocephalus volans	134384468	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		8	NC_084467.1	6116015	6132073	plus	7		
161469	Phyllopteryx taeniolatus	133483862	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog		9	NC_084510.1	20801628	20809575	plus	8		
889875	Pezoporus flaviventris	133267757	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		Un	NW_026892557.1	3960753	3970347	minus	8		
9690	Panthera onca	132672714	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		19	NC_083313.1	5133968	5151865	plus	7		
13085	Heteronotia binoei	132586729	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		18	NC_083240.1	22961032	22968226	plus	6		
48708	Mesoplodon densirostris	132483535	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		2	NC_082662.1	5940796	5957099	plus	8		
9728	Delphinus delphis	132426776	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		1	NC_082683.1	5847128	5863271	plus	8		
98922	Myotis daubentonii	132231727	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		3	NC_081842.1	216125903	216141405	minus	7		
77151	Mustela nigripes	132000881	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		14	NC_081570.1	5228594	5245057	plus	7		
9666	Mustela lutreola	131809708	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		10	NC_081299.1	5291826	5308343	plus	7		
27615	Kogia breviceps	131750139	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		1	NC_081310.1	196554508	196571332	minus	8		
48891	Poecile atricapillus	131587422	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		22	NC_081270.1	4720216	4727599	plus	8		
61452	Neofelis nebulosa	131505541	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		2	NC_080783.1	216910439	216927795	minus	7		
35540	Pezoporus wallicus	130599614	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		Un	NW_026638252.1	265422	275006	plus	8		
2059687	Pseudoliparis swirei	130208890	0	live	park7		parkinson protein 7	Parkinson disease protein 7 homolog		18	NC_079405.1	13218762	13227210	plus	7		
62283	Sorex fumeus	130033452	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		Un	NW_026606111.1	1292856	1302796	plus	7		
48139	Psammomys obesus	129682714	0	live	Park7		Parkinsonism associated deglycase	Parkinson disease protein 7		Un	NW_026592710.1	5003668	5016411	plus	8		
1884717	Pteronotus mesoamericanus	129075687	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		Un	NW_026555200.1	6851922	6868361	minus	7		
40204	Melozone crissalis	128947678	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		Un	NW_026535884.1	2209653	2268041	minus	8		
75485	Rissa tridactyla	128918411	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		16	NC_071481.1	207908	216484	minus	7		
2991368	Malaclemys terrapin pileata	128825967	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		19	NC_071523.1	23017750	23043254	plus	8		
187451	Vidua macroura	128818408	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		23	NC_071593.1	4264471	4273188	minus	8		
9470	Nycticebus coucang	128575604	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		22	NC_069801.1	5355044	5378250	plus	7		
884348	Hemicordylus capensis	128338709	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		16	NC_069672.1	490444	501779	minus	7		
10129	Apodemus sylvaticus	127681701	0	live	Park7		Parkinsonism associated deglycase	Parkinson disease protein 7		3	NC_067474.1	166141276	166152734	minus	7		
286002	Gopherus flavomarginatus	127038822	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		21	NC_066637.1	504678	543243	minus	8		
33616	Gymnogyps californianus	127024848	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		21	NC_059491.1	95751	106117	minus	8		
100897	Microtus fortis	126508225	0	live	Park7		Parkinsonism associated deglycase	Parkinson disease protein 7		Un	NW_026067961.1	4251187	4268761	plus	8		
8957	Accipiter gentilis	126042260	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		1	NC_064880.1	308213	316550	minus	7		
29064	Panthera uncia	125913152	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		C1	NW_026057585.1	99248840	99266462	minus	7		
8467	Caretta caretta	125624229	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		18	NC_064490.1	23450289	23463390	plus	8		
447135	Myodes glareolus	125387801	0	live	Park7		Parkinsonism associated deglycase	Parkinson disease protein 7		Un	NW_025965074.1	3981822	3995959	minus	8		
9995	Marmota monax	124079171	0	live	Park7	K8944_020007092sp01	Parkinsonism associated deglycase	Parkinson disease protein 7		Un	NW_026694750.1	3672294	3686002	minus	7		
9716	Mirounga angustirostris	123860112	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		12	NC_072367.1	172194948	172211561	minus	7		
191870	Gracilinanus agilis	123240248	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		3	NC_058132.1	42382777	42410682	plus	7		
9689	Panthera leo	122227383	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		C1	NC_056686.1	5484719	5502605	plus	7		
105255	Dipodomys spectabilis	122121478	0	live	Park7		Parkinsonism associated deglycase	Parkinson disease protein 7		Un	NW_024870865.1	1076426	1087367	plus	8		
68294	Corvus kubaryi	121675690	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		Un	NW_024582062.1	1334333	1341556	minus	7		
130825	Ochotona curzoniae	121161465	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		Un	NW_024466389.1	3710119	3727363	plus	8		
1608482	Puma yagouaroundi	121020241	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		Un	NW_024412388.1	5540321	5557619	plus	7		
143291	Pteropus giganteus	120585857	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		Un	NW_024350927.1	7357144	7372244	minus	7		
95912	Hyaena hyaena	120233637	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		Un	NW_024080726.1	3191922	3209754	minus	7		
9261	Tachyglossus aculeatus	119928889	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		5	NC_052070.1	46197961	46225459	plus	7		
1047088	Arvicola amphibius	119817006	0	live	Park7		Parkinsonism associated deglycase	Parkinson disease protein 7		6	NC_052052.2	5381356	5395875	plus	8		
192404	Sturnira hondurensis	118998125	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		Un	NW_023520724.1	681662	698368	minus	7		
9715	Mirounga leonina	118020045	0	live	PARK7	GH733_015870	Parkinsonism associated deglycase	Parkinson disease protein 7		Un	NW_023270447.1	88571101	88587560	minus	7		
81572	Hylobates moloch	116812867	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		Un	NW_026652284.1	7309233	7333450	plus	7		
61383	Lynx canadensis	115520566	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		C1	NC_044310.1	5354533	5371906	plus	7		
93162	Marmota flaviventris	114102274	0	live	Park7		Parkinsonism associated deglycase	Parkinson disease protein 7		Un	NW_023144724.1	3651421	3665411	minus	7		
9430	Desmodus rotundus	112299067	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7|Putative transcriptional regulator dj-1		3	NC_071389.1	4104376	4121117	plus	8		
10047	Meriones unguiculatus	110560422	0	live	Park7		Parkinsonism associated deglycase	Parkinson disease protein 7		3	NC_083351.1	5046267	5059021	plus	7		
9691	Panthera pardus	109274044	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		Un	NW_026526666.1	101104916	101122502	minus	7		
9407	Rousettus aegyptiacus	107517703	0	live	PARK7	HJG63_014915	Parkinsonism associated deglycase	Parkinson disease protein 7		Un	NW_023416284.1	4209621	4224247	plus	7		
9994	Marmota marmota marmota	107155537	0	live	Park7		Parkinsonism associated deglycase	Parkinson disease protein 7		Un	NW_026000102.1	3640375	3654659	minus	7		
32536	Acinonyx jubatus	106982200	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		C1	NC_069381.1	5467073	5484405	plus	7		
37293	Aotus nancymaae	105731776	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		Un	NW_026988467.1	5165844	5187481	plus	7		
57412	Colius striatus	104551510	0	live	PARK7	N325_09474	Parkinsonism associated deglycase	Parkinson disease protein 7|Protein DJ-1		21	NC_084779.1	10256389	10264027	plus	8		
29078	Eptesicus fuscus	103295298	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		9	NC_072481.1	3822932	3838835	plus	8		
9767	Balaenoptera acutorostrata	103019344	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		1	NC_080064.1	6090222	6106211	plus	7		
9755	Physeter catodon	102986390	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		3	NC_041216.1	26261433	26278195	minus	8		
9694	Panthera tigris	102959550	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		C1	NC_056667.1	5491832	5509200	plus	7		
8469	Chelonia mydas	102930935	0	live	PARK7	UY3_07556	Parkinsonism associated deglycase	Parkinson disease protein 7|Protein DJ-1		18	NC_051258.2	23131888	23146780	plus	7		
230844	Peromyscus maniculatus bairdii	102923284	0	live	Park7		Parkinsonism associated deglycase	Parkinson disease protein 7|parkinson protein 7		2	NC_056009.1	163189988	163202935	plus	7		
51337	Jaculus jaculus	101611476	0	live	Park7		Parkinsonism associated deglycase	Parkinson disease protein 7		5	NC_059106.1	42673908	42691312	plus	7		
9361	Dasypus novemcinctus	101411568	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		9	NC_080681.1	125530669	125545450	minus	7		
127582	Trichechus manatus latirostris	101357070	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		Un	NW_004444069.1	4049014	4075966	plus	8		
9685	Felis catus	101092868	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7		C1	NC_058375.1	5492444	5510051	plus	7		
10141	Cavia porcellus	100723185	0	live	Park7		Parkinsonism associated deglycase	Parkinson disease protein 7		Un	NW_026947508.1	4530054	4541728	plus	7		
9258	Ornithorhynchus anatinus	100073498	0	live	PARK7		Parkinsonism associated deglycase	Parkinson disease protein 7|parkinson protein 7		5	NC_041732.1	70442229	70465243	minus	7		
38626	Phascolarctos cinereus	110202966	0	live	GATD1		glutamine amidotransferase class 1 domain containing 1	Parkinson disease 7 domain-containing protein 1|glutamine amidotransferase like class 1 domain containing 1		Un	NW_018344325.1	542508	555901	minus	8		
103695	Pogona vitticeps	110074179	0	live	GATD1		glutamine amidotransferase class 1 domain containing 1	Parkinson disease 7 domain-containing protein 1|glutamine amidotransferase like class 1 domain containing 1		Un	NW_018150750.1	3146169	3154994	minus	8		
13146	Melopsittacus undulatus	101877546	0	live	LOC101877546	PARK7	Parkinsonism associated deglycase	Parkinson disease protein 7		12	NC_047538.1	7667230	7675808	minus	8		
10090	Mus musculus	14466	0	live	Gba1	GC, GCase, GLUC, Gba, betaGC	glucosylceramidase beta 1	lysosomal acid glucosylceramidase|D-glucosyl-N-acylsphingosine glucohydrolase|SGTase|acid beta glucosidase|beta-glucocerebrosidase|cholesterol glucosyltransferase|cholesteryl-beta-glucosidase|glucocerebrosidase|glucosidase, beta, acid|glucosylceramidase|lysosomal acid GCase|lysosomal cholesterol glycosyltransferase|lysosomal galactosylceramidase|lysosomal glycosylceramidase	3 39.01 cM	3	NC_000069.7	89110235	89119944	plus	13		
9606	Homo sapiens	4891	0	live	SLC11A2	AHMIO1, DCT1, DMT1, NRAMP2	solute carrier family 11 member 2	natural resistance-associated macrophage protein 2|DMT-1|NRAMP 2|divalent cation transporter 1|solute carrier family 11 (proton-coupled divalent metal ion transporter), member 2|solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2	12q13.12	12	NC_000012.12	50952263	51028886	minus	25	600523	
9606	Homo sapiens	6477	0	live	SIAH1	BURHASA, SIAH1	siah E3 ubiquitin protein ligase 1	E3 ubiquitin-protein ligase SIAH1|RING-type E3 ubiquitin transferase SIAH1|seven in absentia homolog 1|siah-1a	16q12.1	16	NC_000016.10	48360531	48387246	minus	5	602212	
9606	Homo sapiens	25793	0	live	FBXO7	FBX, FBX07, FBX7, PARK15, PKPS	F-box protein 7	F-box only protein 7	22q12.3	22	NC_000022.11	32474811	32498829	plus	10	605648	
9606	Homo sapiens	3176	0	live	HNMT	HMT-S1, HNMT-S2, MRT51, HNMT	histamine N-methyltransferase	histamine N-methyltransferase	2q22.1	2	NC_000002.12	137964473	138016364	plus	9	605238	
9606	Homo sapiens	6620	0	live	SNCB		synuclein beta	beta-synuclein|I(2)-synuclein	5q35.2	5	NC_000005.10	176620082	176630534	minus	7	602569	
